Disease,City,State,Date,Population_Affected,Number_of_Deaths,Survived,Doctors_Available,Hospitals_Available
Heat Stroke,Amritsar,Jammu & Kashmir,2022-06-01,2924,253,2671,115,10
Heat Stroke,Amritsar,Jammu & Kashmir,2022-07-01,2926,187,2739,150,5
Heat Stroke,Amritsar,Jammu & Kashmir,2022-08-01,1917,131,1786,63,10
Heat Stroke,Amritsar,Jammu & Kashmir,2022-09-01,1966,125,1841,11,1
Heat Stroke,Amritsar,Jammu & Kashmir,2022-10-01,2909,154,2755,192,1
Heat Stroke,Amritsar,Jammu & Kashmir,2022-11-01,655,46,609,106,3
Heat Stroke,Amritsar,Jammu & Kashmir,2022-12-01,709,0,709,131,7
Heat Stroke,Amritsar,Jammu & Kashmir,2023-01-01,1634,87,1547,140,10
Heat Stroke,Amritsar,Jammu & Kashmir,2023-02-01,2311,45,2266,89,3
Heat Stroke,Amritsar,Jammu & Kashmir,2023-03-01,3014,252,2762,118,8
Heat Stroke,Amritsar,Jammu & Kashmir,2023-04-01,4577,209,4368,187,10
Heat Stroke,Amritsar,Jammu & Kashmir,2023-05-01,3748,191,3557,105,9
Heat Stroke,Amritsar,Jammu & Kashmir,2023-06-01,2383,14,2369,154,4
Heat Stroke,Amritsar,Jammu & Kashmir,2023-07-01,2572,204,2368,11,7
Heat Stroke,Amritsar,Jammu & Kashmir,2023-08-01,1253,85,1168,163,6
Heat Stroke,Amritsar,Jammu & Kashmir,2023-09-01,2573,170,2403,29,3
Heat Stroke,Amritsar,Jammu & Kashmir,2023-10-01,2210,58,2152,158,6
Heat Stroke,Amritsar,Jammu & Kashmir,2023-11-01,3030,83,2947,126,3
Heat Stroke,Amritsar,Jammu & Kashmir,2023-12-01,1488,84,1404,101,5
Heat Stroke,Amritsar,Jammu & Kashmir,2024-01-01,3294,98,3196,101,1
Heat Stroke,Amritsar,Jammu & Kashmir,2024-02-01,4654,291,4363,93,1
Heat Stroke,Amritsar,Jammu & Kashmir,2024-03-01,2452,0,2452,64,4
Heat Stroke,Amritsar,Jammu & Kashmir,2024-04-01,3136,112,3024,96,6
Heat Stroke,Amritsar,Jammu & Kashmir,2024-05-01,3523,360,3163,200,2
Heat Stroke,Amritsar,Jammu & Kashmir,2024-06-01,2059,129,1930,173,6
Heat Stroke,Amritsar,Jammu & Kashmir,2024-07-01,2898,159,2739,62,5
Heat Stroke,Amritsar,Jammu & Kashmir,2024-08-01,2614,281,2333,120,7
Heat Stroke,Amritsar,Jammu & Kashmir,2024-09-01,2728,0,2728,111,8
Heat Stroke,Amritsar,Jammu & Kashmir,2024-10-01,1560,41,1519,99,9
Heat Stroke,Amritsar,Jammu & Kashmir,2024-11-01,2630,100,2530,55,7
Heat Stroke,Amritsar,Jammu & Kashmir,2024-12-01,3265,245,3020,129,4
Heat Stroke,Amritsar,Jammu & Kashmir,2025-01-01,4544,343,4201,149,5
Heat Stroke,Amritsar,Jammu & Kashmir,2025-02-01,3884,96,3788,64,10
Heat Stroke,Amritsar,Jammu & Kashmir,2025-03-01,4989,394,4595,200,8
Heat Stroke,Amritsar,Jammu & Kashmir,2025-04-01,1568,60,1508,184,5
Heat Stroke,Amritsar,Jammu & Kashmir,2025-05-01,3768,321,3447,134,4
Heat Stroke,Amritsar,Jammu & Kashmir,2025-06-01,2843,56,2787,43,3
Heat Stroke,Amritsar,Jammu & Kashmir,2025-07-01,4989,231,4758,127,1
Heat Stroke,Amritsar,Jammu & Kashmir,2025-08-01,1513,54,1459,121,10
Heat Stroke,Amritsar,Jammu & Kashmir,2025-09-01,1471,118,1353,132,6
Heat Stroke,Amritsar,Jammu & Kashmir,2025-10-01,1793,62,1731,187,1
Heat Stroke,Amritsar,Jammu & Kashmir,2025-11-01,78,0,78,97,4
Heat Stroke,Amritsar,Jammu & Kashmir,2025-12-01,1892,122,1770,200,9
Heat Stroke,Amritsar,Haryana,2018-01-01,1579,104,1475,127,4
Heat Stroke,Amritsar,Haryana,2018-02-01,2799,212,2587,91,2
Heat Stroke,Amritsar,Haryana,2018-03-01,3056,171,2885,200,6
Heat Stroke,Amritsar,Haryana,2018-04-01,4989,189,4800,148,7
Heat Stroke,Amritsar,Haryana,2018-05-01,3872,154,3718,83,4
Heat Stroke,Amritsar,Haryana,2018-06-01,1823,92,1731,111,3
Heat Stroke,Amritsar,Haryana,2018-07-01,1392,79,1313,139,6
Heat Stroke,Amritsar,Haryana,2018-08-01,3257,149,3108,99,2
Heat Stroke,Amritsar,Haryana,2018-09-01,826,41,785,113,3
Heat Stroke,Amritsar,Haryana,2018-10-01,4989,29,4960,65,4
Heat Stroke,Amritsar,Haryana,2018-11-01,4180,290,3890,20,7
Heat Stroke,Amritsar,Haryana,2018-12-01,1968,108,1860,112,4
Heat Stroke,Amritsar,Haryana,2019-01-01,299,23,276,113,6
Heat Stroke,Amritsar,Haryana,2019-02-01,4414,221,4193,133,8
Heat Stroke,Amritsar,Haryana,2019-03-01,2444,0,2444,77,3
Heat Stroke,Amritsar,Haryana,2019-04-01,4258,168,4090,38,10
Heat Stroke,Amritsar,Haryana,2019-05-01,458,20,438,57,9
Heat Stroke,Amritsar,Haryana,2019-06-01,1793,128,1665,160,6
Heat Stroke,Amritsar,Haryana,2019-07-01,2604,0,2604,72,4
Heat Stroke,Amritsar,Haryana,2019-08-01,2660,136,2524,84,3
Heat Stroke,Amritsar,Haryana,2019-09-01,1994,129,1865,90,10
Heat Stroke,Amritsar,Haryana,2019-10-01,3433,105,3328,75,5
Heat Stroke,Amritsar,Haryana,2019-11-01,1165,60,1105,71,1
Heat Stroke,Amritsar,Haryana,2019-12-01,2406,76,2330,62,1
Heat Stroke,Amritsar,Haryana,2020-01-01,2759,79,2680,178,5
Heat Stroke,Amritsar,Haryana,2020-02-01,3288,125,3163,141,5
Heat Stroke,Amritsar,Haryana,2020-03-01,3552,104,3448,170,2
Heat Stroke,Amritsar,Haryana,2020-04-01,1089,76,1013,180,1
Heat Stroke,Amritsar,Haryana,2020-05-01,539,15,524,11,1
Heat Stroke,Amritsar,Haryana,2020-06-01,4311,102,4209,124,3
Heat Stroke,Amritsar,Haryana,2020-07-01,3043,308,2735,76,4
Heat Stroke,Amritsar,Haryana,2020-08-01,1593,124,1469,163,7
Heat Stroke,Amritsar,Haryana,2020-09-01,4678,0,4678,68,4
Heat Stroke,Amritsar,Haryana,2020-10-01,2753,76,2677,53,8
Heat Stroke,Amritsar,Haryana,2020-11-01,4179,238,3941,33,7
Heat Stroke,Amritsar,Haryana,2020-12-01,2688,159,2529,91,6
Heat Stroke,Amritsar,Haryana,2021-01-01,4989,33,4956,153,8
Heat Stroke,Amritsar,Haryana,2021-02-01,4952,414,4538,119,1
Heat Stroke,Amritsar,Haryana,2021-03-01,2263,167,2096,45,3
Heat Stroke,Amritsar,Haryana,2021-04-01,3901,250,3651,200,10
Heat Stroke,Amritsar,Haryana,2021-05-01,3463,310,3153,139,1
Heat Stroke,Amritsar,Haryana,2021-06-01,4433,280,4153,146,4
Heat Stroke,Amritsar,Haryana,2021-07-01,1303,82,1221,172,6
Heat Stroke,Amritsar,Haryana,2021-08-01,3518,335,3183,23,1
Heat Stroke,Amritsar,Haryana,2021-09-01,4017,329,3688,60,3
Heat Stroke,Amritsar,Haryana,2021-10-01,238,6,232,148,10
Heat Stroke,Amritsar,Haryana,2021-11-01,1010,69,941,65,5
Heat Stroke,Amritsar,Haryana,2021-12-01,78,0,78,92,3
Heat Stroke,Amritsar,Haryana,2022-01-01,2236,144,2092,102,5
Heat Stroke,Amritsar,Haryana,2022-02-01,3560,227,3333,41,3
Heat Stroke,Amritsar,Haryana,2022-03-01,4613,45,4568,88,10
Heat Stroke,Amritsar,Haryana,2022-04-01,2697,125,2572,153,2
Heat Stroke,Amritsar,Haryana,2022-05-01,4782,276,4506,143,3
Heat Stroke,Amritsar,Haryana,2022-06-01,746,27,719,163,1
Heat Stroke,Amritsar,Haryana,2022-07-01,312,18,294,158,4
Heat Stroke,Amritsar,Haryana,2022-08-01,2523,185,2338,127,4
Heat Stroke,Amritsar,Haryana,2022-09-01,3113,153,2960,123,8
Heat Stroke,Amritsar,Haryana,2022-10-01,2554,144,2410,119,2
Heat Stroke,Amritsar,Haryana,2022-11-01,78,0,78,74,6
Heat Stroke,Amritsar,Haryana,2022-12-01,2478,158,2320,54,5
Heat Stroke,Amritsar,Haryana,2023-01-01,847,47,800,71,1
Heat Stroke,Amritsar,Haryana,2023-02-01,3496,77,3419,90,3
Heat Stroke,Amritsar,Haryana,2023-03-01,3089,214,2875,73,3
Heat Stroke,Amritsar,Haryana,2023-04-01,1337,79,1258,127,10
Heat Stroke,Amritsar,Haryana,2023-05-01,1908,166,1742,116,6
Heat Stroke,Amritsar,Haryana,2023-06-01,1176,60,1116,122,5
Heat Stroke,Amritsar,Haryana,2023-07-01,2513,0,2513,124,1
Heat Stroke,Amritsar,Haryana,2023-08-01,3879,2,3877,167,1
Heat Stroke,Amritsar,Haryana,2023-09-01,1275,91,1184,106,7
Heat Stroke,Amritsar,Haryana,2023-10-01,3274,109,3165,158,7
Heat Stroke,Amritsar,Haryana,2023-11-01,1886,118,1768,133,3
Heat Stroke,Amritsar,Haryana,2023-12-01,1534,81,1453,164,5
Heat Stroke,Amritsar,Haryana,2024-01-01,2454,110,2344,188,5
Heat Stroke,Amritsar,Haryana,2024-02-01,1209,57,1152,136,5
Heat Stroke,Amritsar,Haryana,2024-03-01,1855,46,1809,111,4
Heat Stroke,Amritsar,Haryana,2024-04-01,990,49,941,111,7
Heat Stroke,Amritsar,Haryana,2024-05-01,4989,164,4825,82,8
Heat Stroke,Amritsar,Haryana,2024-06-01,2645,103,2542,81,2
Heat Stroke,Amritsar,Haryana,2024-07-01,1659,67,1592,152,1
Heat Stroke,Amritsar,Haryana,2024-08-01,2884,125,2759,57,3
Heat Stroke,Amritsar,Haryana,2024-09-01,2447,188,2259,188,5
Heat Stroke,Amritsar,Haryana,2024-10-01,2301,106,2195,98,6
Heat Stroke,Amritsar,Haryana,2024-11-01,3421,273,3148,200,7
Heat Stroke,Amritsar,Haryana,2024-12-01,3614,342,3272,71,8
Heat Stroke,Amritsar,Haryana,2025-01-01,1886,141,1745,119,6
Heat Stroke,Amritsar,Haryana,2025-02-01,1825,119,1706,88,5
Heat Stroke,Amritsar,Haryana,2025-03-01,2228,132,2096,66,10
Heat Stroke,Amritsar,Haryana,2025-04-01,78,0,78,160,5
Heat Stroke,Amritsar,Haryana,2025-05-01,565,29,536,50,7
Heat Stroke,Amritsar,Haryana,2025-06-01,4431,348,4083,72,6
Heat Stroke,Amritsar,Haryana,2025-07-01,4804,326,4478,136,4
Heat Stroke,Amritsar,Haryana,2025-08-01,2263,89,2174,144,4
Heat Stroke,Amritsar,Haryana,2025-09-01,3371,256,3115,35,9
Heat Stroke,Amritsar,Haryana,2025-10-01,3015,158,2857,136,5
Heat Stroke,Amritsar,Haryana,2025-11-01,4989,234,4755,113,4
Heat Stroke,Amritsar,Haryana,2025-12-01,4099,148,3951,59,3
Heat Stroke,Ludhiana,Punjab,2018-01-01,2426,133,2293,66,6
Heat Stroke,Ludhiana,Punjab,2018-02-01,1316,104,1212,11,3
Heat Stroke,Ludhiana,Punjab,2018-03-01,442,33,409,194,6
Heat Stroke,Ludhiana,Punjab,2018-04-01,2870,173,2697,158,5
Heat Stroke,Ludhiana,Punjab,2018-05-01,1583,106,1477,41,4
Heat Stroke,Ludhiana,Punjab,2018-06-01,689,60,629,147,1
Heat Stroke,Ludhiana,Punjab,2018-07-01,1730,79,1651,77,2
Heat Stroke,Ludhiana,Punjab,2018-08-01,1147,20,1127,153,2
Heat Stroke,Ludhiana,Punjab,2018-09-01,4861,427,4434,81,2
Heat Stroke,Ludhiana,Punjab,2018-10-01,3780,130,3650,88,6
Heat Stroke,Ludhiana,Punjab,2018-11-01,2587,77,2510,92,10
Heat Stroke,Ludhiana,Punjab,2018-12-01,4583,0,4583,73,3
Heat Stroke,Ludhiana,Punjab,2019-01-01,2701,180,2521,177,4
Heat Stroke,Ludhiana,Punjab,2019-02-01,1442,4,1438,152,3
Heat Stroke,Ludhiana,Punjab,2019-03-01,4641,131,4510,112,7
Heat Stroke,Ludhiana,Punjab,2019-04-01,3320,223,3097,158,6
Heat Stroke,Ludhiana,Punjab,2019-05-01,1206,85,1121,23,5
Heat Stroke,Ludhiana,Punjab,2019-06-01,2342,72,2270,44,1
Heat Stroke,Ludhiana,Punjab,2019-07-01,1423,65,1358,130,2
Heat Stroke,Ludhiana,Punjab,2019-08-01,742,18,724,144,5
Heat Stroke,Ludhiana,Punjab,2019-09-01,3840,130,3710,120,5
Heat Stroke,Ludhiana,Punjab,2019-10-01,4989,288,4701,11,5
Heat Stroke,Ludhiana,Punjab,2019-11-01,721,25,696,52,7
Heat Stroke,Ludhiana,Punjab,2019-12-01,3353,144,3209,127,1
Heat Stroke,Ludhiana,Punjab,2020-01-01,1725,12,1713,200,6
Heat Stroke,Ludhiana,Punjab,2020-02-01,1944,161,1783,168,6
Heat Stroke,Ludhiana,Punjab,2020-03-01,1803,117,1686,187,2
Heat Stroke,Ludhiana,Punjab,2020-04-01,1438,105,1333,124,3
Heat Stroke,Ludhiana,Punjab,2020-05-01,2662,233,2429,123,7
Heat Stroke,Ludhiana,Punjab,2020-06-01,1483,38,1445,54,2
Heat Stroke,Ludhiana,Punjab,2020-07-01,2960,117,2843,155,10
Heat Stroke,Ludhiana,Punjab,2020-08-01,2530,0,2530,102,6
Heat Stroke,Ludhiana,Punjab,2020-09-01,2277,322,1955,142,5
Heat Stroke,Ludhiana,Punjab,2020-10-01,1380,63,1317,108,4
Heat Stroke,Ludhiana,Punjab,2020-11-01,1824,146,1678,120,7
Heat Stroke,Ludhiana,Punjab,2020-12-01,3611,50,3561,102,4
Heat Stroke,Ludhiana,Punjab,2021-01-01,3269,258,3011,118,4
Heat Stroke,Ludhiana,Punjab,2021-02-01,1286,133,1153,157,9
Heat Stroke,Ludhiana,Punjab,2021-03-01,2731,131,2600,42,3
Heat Stroke,Ludhiana,Punjab,2021-04-01,3605,74,3531,30,5
Heat Stroke,Ludhiana,Punjab,2021-05-01,358,16,342,128,3
Heat Stroke,Ludhiana,Punjab,2021-06-01,3326,0,3326,180,6
Heat Stroke,Ludhiana,Punjab,2021-07-01,1708,83,1625,192,7
Heat Stroke,Ludhiana,Punjab,2021-08-01,3363,248,3115,44,10
Heat Stroke,Ludhiana,Punjab,2021-09-01,1573,77,1496,86,2
Heat Stroke,Ludhiana,Punjab,2021-10-01,176,7,169,31,1
Heat Stroke,Ludhiana,Punjab,2021-11-01,414,27,387,78,4
Heat Stroke,Ludhiana,Punjab,2021-12-01,2662,180,2482,163,3
Heat Stroke,Ludhiana,Punjab,2022-01-01,2946,5,2941,106,5
Heat Stroke,Ludhiana,Punjab,2022-02-01,1384,72,1312,87,6
Heat Stroke,Ludhiana,Punjab,2022-03-01,3454,417,3037,134,10
Heat Stroke,Ludhiana,Punjab,2022-04-01,368,4,364,66,4
Heat Stroke,Ludhiana,Punjab,2022-05-01,2509,119,2390,187,1
Heat Stroke,Ludhiana,Punjab,2022-06-01,973,103,870,107,4
Heat Stroke,Ludhiana,Punjab,2022-07-01,1723,141,1582,86,6
Heat Stroke,Ludhiana,Punjab,2022-08-01,2661,93,2568,136,2
Heat Stroke,Ludhiana,Punjab,2022-09-01,1443,80,1363,154,5
Heat Stroke,Ludhiana,Punjab,2022-10-01,2082,104,1978,188,5
Heat Stroke,Ludhiana,Punjab,2022-11-01,3947,111,3836,96,6
Heat Stroke,Ludhiana,Punjab,2022-12-01,1824,87,1737,162,7
Heat Stroke,Ludhiana,Punjab,2023-01-01,3718,155,3563,111,5
Heat Stroke,Ludhiana,Punjab,2023-02-01,1082,57,1025,75,6
Heat Stroke,Ludhiana,Punjab,2023-03-01,3308,93,3215,67,1
Heat Stroke,Ludhiana,Punjab,2023-04-01,4531,58,4473,50,2
Heat Stroke,Ludhiana,Punjab,2023-05-01,78,0,78,68,4
Heat Stroke,Ludhiana,Punjab,2023-06-01,1528,152,1376,163,2
Heat Stroke,Ludhiana,Punjab,2023-07-01,3372,176,3196,142,5
Heat Stroke,Ludhiana,Punjab,2023-08-01,2325,93,2232,43,4
Heat Stroke,Ludhiana,Punjab,2023-09-01,3095,222,2873,17,3
Heat Stroke,Ludhiana,Punjab,2023-10-01,1787,81,1706,50,7
Heat Stroke,Ludhiana,Punjab,2023-11-01,2714,283,2431,67,5
Heat Stroke,Ludhiana,Punjab,2023-12-01,2389,119,2270,91,2
Heat Stroke,Ludhiana,Punjab,2024-01-01,4164,293,3871,166,3
Heat Stroke,Ludhiana,Punjab,2024-02-01,2939,82,2857,78,7
Heat Stroke,Ludhiana,Punjab,2024-03-01,3050,197,2853,192,5
Heat Stroke,Ludhiana,Punjab,2024-04-01,2045,118,1927,21,8
Heat Stroke,Ludhiana,Punjab,2024-05-01,1943,94,1849,88,7
Heat Stroke,Ludhiana,Punjab,2024-06-01,2017,71,1946,146,4
Heat Stroke,Ludhiana,Punjab,2024-07-01,3127,98,3029,149,9
Heat Stroke,Ludhiana,Punjab,2024-08-01,2033,118,1915,89,9
Heat Stroke,Ludhiana,Punjab,2024-09-01,2986,204,2782,157,1
Heat Stroke,Ludhiana,Punjab,2024-10-01,4989,231,4758,148,5
Heat Stroke,Ludhiana,Punjab,2024-11-01,3766,220,3546,71,3
Heat Stroke,Ludhiana,Punjab,2024-12-01,2160,105,2055,122,4
Heat Stroke,Ludhiana,Punjab,2025-01-01,4209,222,3987,142,2
Heat Stroke,Ludhiana,Punjab,2025-02-01,2050,90,1960,75,2
Heat Stroke,Ludhiana,Punjab,2025-03-01,78,0,78,193,7
Heat Stroke,Ludhiana,Punjab,2025-04-01,1245,160,1085,64,1
Heat Stroke,Ludhiana,Punjab,2025-05-01,88,5,83,114,5
Heat Stroke,Ludhiana,Punjab,2025-06-01,2126,146,1980,43,1
Heat Stroke,Ludhiana,Punjab,2025-07-01,2622,164,2458,111,9
Heat Stroke,Ludhiana,Punjab,2025-08-01,4846,205,4641,52,5
Heat Stroke,Ludhiana,Punjab,2025-09-01,3036,266,2770,91,7
Heat Stroke,Ludhiana,Punjab,2025-10-01,2303,95,2208,25,5
Heat Stroke,Ludhiana,Punjab,2025-11-01,3710,299,3411,147,4
Heat Stroke,Ludhiana,Punjab,2025-12-01,78,0,78,124,5
Heat Stroke,Ludhiana,Chandigarh,2018-01-01,2913,64,2849,162,9
Heat Stroke,Ludhiana,Chandigarh,2018-02-01,3632,220,3412,88,2
Heat Stroke,Ludhiana,Chandigarh,2018-03-01,614,11,603,164,1
Heat Stroke,Ludhiana,Chandigarh,2018-04-01,4132,271,3861,108,3
Heat Stroke,Ludhiana,Chandigarh,2018-05-01,3052,46,3006,112,1
Heat Stroke,Ludhiana,Chandigarh,2018-06-01,2040,83,1957,200,8
Heat Stroke,Ludhiana,Chandigarh,2018-07-01,3446,28,3418,82,4
Heat Stroke,Ludhiana,Chandigarh,2018-08-01,4989,442,4547,169,7
Heat Stroke,Ludhiana,Chandigarh,2018-09-01,2841,5,2836,131,5
Heat Stroke,Ludhiana,Chandigarh,2018-10-01,2930,147,2783,77,5
Heat Stroke,Ludhiana,Chandigarh,2018-11-01,1981,165,1816,39,5
Heat Stroke,Ludhiana,Chandigarh,2018-12-01,1457,116,1341,54,9
Heat Stroke,Ludhiana,Chandigarh,2019-01-01,3711,277,3434,164,5
Heat Stroke,Ludhiana,Chandigarh,2019-02-01,1449,59,1390,195,8
Heat Stroke,Ludhiana,Chandigarh,2019-03-01,2693,240,2453,111,8
Heat Stroke,Ludhiana,Chandigarh,2019-04-01,1957,150,1807,114,4
Heat Stroke,Ludhiana,Chandigarh,2019-05-01,3240,182,3058,146,5
Heat Stroke,Ludhiana,Chandigarh,2019-06-01,3045,173,2872,110,4
Heat Stroke,Ludhiana,Chandigarh,2019-07-01,3989,164,3825,162,9
Heat Stroke,Ludhiana,Chandigarh,2019-08-01,1913,45,1868,121,2
Heat Stroke,Ludhiana,Chandigarh,2019-09-01,2235,192,2043,113,3
Heat Stroke,Ludhiana,Chandigarh,2019-10-01,1284,113,1171,71,4
Heat Stroke,Ludhiana,Chandigarh,2019-11-01,2001,48,1953,58,1
Heat Stroke,Ludhiana,Chandigarh,2019-12-01,3104,141,2963,11,3
Heat Stroke,Ludhiana,Chandigarh,2020-01-01,3613,165,3448,169,8
Heat Stroke,Ludhiana,Chandigarh,2020-02-01,1360,66,1294,99,7
Heat Stroke,Ludhiana,Chandigarh,2020-03-01,3764,195,3569,86,4
Heat Stroke,Ludhiana,Chandigarh,2020-04-01,4416,342,4074,11,7
Heat Stroke,Ludhiana,Chandigarh,2020-05-01,3152,89,3063,74,10
Heat Stroke,Ludhiana,Chandigarh,2020-06-01,4989,126,4863,67,6
Heat Stroke,Ludhiana,Chandigarh,2020-07-01,1559,134,1425,66,9
Heat Stroke,Ludhiana,Chandigarh,2020-08-01,928,33,895,123,7
Heat Stroke,Ludhiana,Chandigarh,2020-09-01,211,2,209,112,4
Heat Stroke,Ludhiana,Chandigarh,2020-10-01,4604,165,4439,37,5
Heat Stroke,Ludhiana,Chandigarh,2020-11-01,3475,140,3335,40,6
Heat Stroke,Ludhiana,Chandigarh,2020-12-01,2523,240,2283,40,3
Heat Stroke,Ludhiana,Chandigarh,2021-01-01,2973,228,2745,198,1
Heat Stroke,Ludhiana,Chandigarh,2021-02-01,1088,90,998,182,2
Heat Stroke,Ludhiana,Chandigarh,2021-03-01,4989,368,4621,63,1
Heat Stroke,Ludhiana,Chandigarh,2021-04-01,2771,215,2556,11,3
Heat Stroke,Ludhiana,Chandigarh,2021-05-01,2744,82,2662,113,1
Heat Stroke,Ludhiana,Chandigarh,2021-06-01,3571,158,3413,109,7
Heat Stroke,Ludhiana,Chandigarh,2021-07-01,3243,68,3175,122,1
Heat Stroke,Ludhiana,Chandigarh,2021-08-01,2898,127,2771,144,6
Heat Stroke,Ludhiana,Chandigarh,2021-09-01,1537,107,1430,129,7
Heat Stroke,Ludhiana,Chandigarh,2021-10-01,3230,174,3056,49,7
Heat Stroke,Ludhiana,Chandigarh,2021-11-01,4989,440,4549,121,1
Heat Stroke,Ludhiana,Chandigarh,2021-12-01,4402,74,4328,150,8
Heat Stroke,Ludhiana,Chandigarh,2022-01-01,4735,306,4429,69,6
Heat Stroke,Ludhiana,Chandigarh,2022-02-01,1912,26,1886,121,7
Heat Stroke,Ludhiana,Chandigarh,2022-03-01,1270,67,1203,78,10
Heat Stroke,Ludhiana,Chandigarh,2022-04-01,2429,173,2256,200,7
Heat Stroke,Ludhiana,Chandigarh,2022-05-01,2672,117,2555,39,1
Heat Stroke,Ludhiana,Chandigarh,2022-06-01,4065,268,3797,165,7
Heat Stroke,Ludhiana,Chandigarh,2022-07-01,327,7,320,21,1
Heat Stroke,Ludhiana,Chandigarh,2022-08-01,4649,7,4642,198,5
Heat Stroke,Ludhiana,Chandigarh,2022-09-01,2385,158,2227,48,3
Heat Stroke,Ludhiana,Chandigarh,2022-10-01,2025,204,1821,116,5
Heat Stroke,Ludhiana,Chandigarh,2022-11-01,1240,26,1214,23,1
Heat Stroke,Ludhiana,Chandigarh,2022-12-01,377,32,345,37,1
Heat Stroke,Ludhiana,Chandigarh,2023-01-01,3702,190,3512,152,4
Heat Stroke,Ludhiana,Chandigarh,2023-02-01,2696,30,2666,159,4
Heat Stroke,Ludhiana,Chandigarh,2023-03-01,867,14,853,118,4
Heat Stroke,Ludhiana,Chandigarh,2023-04-01,860,43,817,144,9
Heat Stroke,Ludhiana,Chandigarh,2023-05-01,2147,82,2065,159,6
Heat Stroke,Ludhiana,Chandigarh,2023-06-01,4836,57,4779,71,6
Heat Stroke,Ludhiana,Chandigarh,2023-07-01,2249,1,2248,35,4
Heat Stroke,Ludhiana,Chandigarh,2023-08-01,581,14,567,106,1
Heat Stroke,Ludhiana,Chandigarh,2023-09-01,2268,126,2142,77,5
Heat Stroke,Ludhiana,Chandigarh,2023-10-01,2232,111,2121,126,10
Heat Stroke,Ludhiana,Chandigarh,2023-11-01,78,0,78,134,5
Heat Stroke,Ludhiana,Chandigarh,2023-12-01,2525,141,2384,71,8
Heat Stroke,Ludhiana,Chandigarh,2024-01-01,2288,183,2105,142,8
Heat Stroke,Ludhiana,Chandigarh,2024-02-01,3531,217,3314,140,6
Heat Stroke,Ludhiana,Chandigarh,2024-03-01,4989,232,4757,143,5
Heat Stroke,Ludhiana,Chandigarh,2024-04-01,4109,316,3793,85,2
Heat Stroke,Ludhiana,Chandigarh,2024-05-01,2237,49,2188,146,4
Heat Stroke,Ludhiana,Chandigarh,2024-06-01,1113,48,1065,133,4
Heat Stroke,Ludhiana,Chandigarh,2024-07-01,4989,220,4769,139,6
Heat Stroke,Ludhiana,Chandigarh,2024-08-01,2677,37,2640,192,1
Heat Stroke,Ludhiana,Chandigarh,2024-09-01,2616,99,2517,123,3
Heat Stroke,Ludhiana,Chandigarh,2024-10-01,2565,0,2565,75,6
Heat Stroke,Ludhiana,Chandigarh,2024-11-01,2863,302,2561,50,3
Heat Stroke,Ludhiana,Chandigarh,2024-12-01,2404,54,2350,164,2
Heat Stroke,Ludhiana,Chandigarh,2025-01-01,1828,175,1653,124,3
Heat Stroke,Ludhiana,Chandigarh,2025-02-01,1864,95,1769,191,4
Heat Stroke,Ludhiana,Chandigarh,2025-03-01,2553,169,2384,11,1
Heat Stroke,Ludhiana,Chandigarh,2025-04-01,1868,66,1802,153,3
Heat Stroke,Ludhiana,Chandigarh,2025-05-01,1641,92,1549,93,8
Heat Stroke,Ludhiana,Chandigarh,2025-06-01,2740,189,2551,88,6
Heat Stroke,Ludhiana,Chandigarh,2025-07-01,2255,156,2099,67,6
Heat Stroke,Ludhiana,Chandigarh,2025-08-01,4615,335,4280,152,1
Heat Stroke,Ludhiana,Chandigarh,2025-09-01,78,0,78,137,4
Heat Stroke,Ludhiana,Chandigarh,2025-10-01,4062,146,3916,48,4
Heat Stroke,Ludhiana,Chandigarh,2025-11-01,4269,15,4254,115,6
Heat Stroke,Ludhiana,Chandigarh,2025-12-01,78,0,78,142,8
Heat Stroke,Ludhiana,Himachal Pradesh,2018-01-01,2138,174,1964,115,8
Heat Stroke,Ludhiana,Himachal Pradesh,2018-02-01,2099,203,1896,163,3
Heat Stroke,Ludhiana,Himachal Pradesh,2018-03-01,709,41,668,91,3
Heat Stroke,Ludhiana,Himachal Pradesh,2018-04-01,1554,43,1511,11,9
Heat Stroke,Ludhiana,Himachal Pradesh,2018-05-01,1108,0,1108,116,4
Heat Stroke,Ludhiana,Himachal Pradesh,2018-06-01,4948,397,4551,115,2
Heat Stroke,Ludhiana,Himachal Pradesh,2018-07-01,3853,0,3853,122,4
Heat Stroke,Ludhiana,Himachal Pradesh,2018-08-01,4303,172,4131,163,9
Heat Stroke,Ludhiana,Himachal Pradesh,2018-09-01,3566,155,3411,11,2
Heat Stroke,Ludhiana,Himachal Pradesh,2018-10-01,1083,52,1031,94,4
Heat Stroke,Ludhiana,Himachal Pradesh,2018-11-01,1894,96,1798,59,2
Heat Stroke,Ludhiana,Himachal Pradesh,2018-12-01,3254,176,3078,45,8
Heat Stroke,Ludhiana,Himachal Pradesh,2019-01-01,958,0,958,103,6
Heat Stroke,Ludhiana,Himachal Pradesh,2019-02-01,3554,179,3375,142,8
Heat Stroke,Ludhiana,Himachal Pradesh,2019-03-01,2275,0,2275,122,9
Heat Stroke,Ludhiana,Himachal Pradesh,2019-04-01,2095,149,1946,71,1
Heat Stroke,Ludhiana,Himachal Pradesh,2019-05-01,3551,120,3431,99,3
Heat Stroke,Ludhiana,Himachal Pradesh,2019-06-01,3193,0,3193,154,4
